True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,0.5,1.0,1.0,7.0,0.35,2971108.75059,122.3,112.3,0.0,3249850.79318,3.761401381,6343530.21504,7.34204886,0.512324523054,-48.7675476946
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,0.5,1.0,1.0,7.0,0.35,2887678.64976,119.1,109.1,0.0,3319987.57059,3.8425782067,6337600.45754,7.33518571475,0.524211931773,-47.5788068227
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.05,1.0,2.0,0.0,0.1,10.0,0.5,1.0,0.9,7.0,0.35,1112371.01541,57.4,47.4,5.2,7026135.28255,8.13210102147,6745388.43423,7.80716253961,1.04496871985,4.49687198477
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.15,1.0,2.0,0.0,0.1,10.0,0.5,1.0,0.9,7.0,0.35,0.0,79.5,69.5,0.0,7595328.17406,8.79088909035,6649689.70243,7.69640011855,1.1429287677,14.2928767705
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.1,1.0,2.0,0.0,0.2,10.0,0.5,1.0,0.8,7.0,0.35,527281.370527,34.6,24.6,4.8,8050651.48173,9.31788365941,6927038.84273,8.01740606797,1.16369709543,16.3697095425
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.3,1.0,2.0,0.0,0.2,10.0,0.5,1.0,0.8,7.0,0.35,0.0,51.3,41.3,0.0,8118612.94436,9.39654275968,6719884.95058,7.77764461872,1.21062601764,21.0626017639
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.15,1.0,2.0,0.0,0.3,10.0,0.5,1.0,0.7,7.0,0.35,518516.116309,37.0,27.0,7.4,8147722.49164,9.43023436533,7169314.37754,8.2978175666,1.13989899991,13.9898999916
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.45,1.0,2.0,0.0,0.3,10.0,0.5,1.0,0.7,7.0,0.35,0.0,50.1,40.1,0.0,8532132.67344,9.87515355722,7401241.69467,8.56625196142,1.15505303113,15.5053031127
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.2,1.0,2.0,0.0,0.4,10.0,0.5,1.0,0.6,7.0,0.35,562124.823107,44.5,34.5,13.3,8198370.50225,9.48885474797,7611015.80524,8.80904607088,1.08225708779,8.22570877934
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.6,1.0,2.0,0.0,0.4,10.0,0.5,1.0,0.6,7.0,0.35,0.0,49.5,39.5,0.0,8575519.79767,9.92537013619,7387305.56002,8.55012217595,1.16398867585,16.3988675855
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,446538.639581,44.2,34.2,17.3,8387706.36042,9.70799347271,7835369.1483,9.06871429202,1.07825225576,7.8252255757
