True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,1440749.79878,92.1,82.1,39.4,7371980.83531,8.53238522605,8573440.32461,9.92296333867,0.861333713445,-13.8666286556
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,656100.140655,54.8,44.8,23.1,8172720.55869,9.4591673133,8069596.20008,9.33981041675,1.0155016624,1.5501662403
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,579593.758307,51.6,41.6,19.8,8255918.40116,9.55546111244,7924823.74384,9.17224970352,1.04878604148,4.87860414744
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,192755.166356,25.4,15.4,6.9,8609500.1824,9.96469928518,7106337.78233,8.22492798881,1.21756668908,21.7566689083
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,1.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,5.0,0.25,76341.7207561,18.7,8.7,4.7,8676116.33547,10.0418013142,6450052.62358,7.46533868471,1.3621482447,36.2148244698
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,2.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,1463281.52594,73.0,63.0,48.8,7405262.67687,8.570905876,8530543.10992,9.87331378463,0.868755537556,-13.1244462445
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,2.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,1222845.74465,66.2,56.2,42.8,7659247.26545,8.8648695202,8198526.29347,9.48903506189,0.937518487269,-6.24815127321
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,2.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,567196.868997,37.3,27.3,19.4,8303015.32619,9.60997144235,7788545.93351,9.01452075638,1.07029914295,7.02991429542
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,2.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,259625.52748,25.3,15.3,11.4,8603088.12003,9.9572779167,7100628.55451,8.21832008623,1.22093709282,22.0937092818
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,2.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,5.0,0.25,130224.563821,18.3,8.3,6.0,8734458.23846,10.1093266649,6964525.27158,8.06079313841,1.25892716348,25.8927163477
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,3.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,2036591.43744,80.7,70.7,62.9,6849591.74091,7.92776821865,8560627.66753,9.90813387446,0.800293006312,-19.9706993688
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,3.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,832265.512574,44.1,34.1,30.3,8094462.3173,9.36859064502,8056075.76603,9.32416176623,1.00662230443,0.662230443235
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,3.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,486561.203175,33.1,23.1,21.1,8404804.28862,9.72778274147,7617799.51558,8.81689758748,1.11084800241,11.0848002409
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,3.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,484426.020154,36.3,26.3,23.7,8375213.99451,9.69353471587,7414949.41061,8.58211737339,1.14455715645,14.455715645
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,3.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,5.0,0.25,122179.202224,19.8,9.8,9.1,8737162.10659,10.1124561419,6755826.51854,7.81924365572,1.30517184219,30.5171842187
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,4.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,2351633.44578,80.1,70.1,66.1,6541890.31258,7.57163230622,8574916.94029,9.92467238458,0.76406027716,-23.593972284
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,4.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,1082356.24229,51.2,41.2,39.3,7814505.94714,9.04456706845,8029935.69785,9.2939070577,0.977845339859,-2.21546601413
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,4.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,613378.935314,31.6,21.6,19.8,8293596.0622,9.59906951643,7720537.28249,8.93580703992,1.07950858383,7.95085838256
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,4.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,290036.724601,23.1,13.1,12.2,8610384.01736,9.96572224232,7218279.73795,8.35449043744,1.20650146068,20.650146068
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,4.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,5.0,0.25,192570.363634,22.1,12.1,11.2,8660457.32079,10.0236774546,6957734.06021,8.05293294006,1.25895377401,25.8953774007
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,5.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,1813623.54132,68.6,58.6,56.5,7100961.66719,8.21870563333,8495530.40173,9.83278981682,0.836685016799,-16.3314983201
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,5.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,1257089.85297,55.3,45.3,43.9,7679723.89973,8.88856932839,8167209.88725,9.45278922136,0.942505377076,-5.74946229246
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,5.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,677010.703928,34.2,24.2,23.2,8278981.47579,9.58215448587,7882014.41953,9.12270187446,1.05247312884,5.24731288427
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,5.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,380848.04708,27.0,17.0,16.4,8497610.4654,9.83519729791,7261795.72528,8.40485616352,1.18129529142,18.1295291418
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,5.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,5.0,0.25,145408.994429,18.4,8.4,8.2,8699477.42932,10.0688396173,6501390.41021,7.52475741923,1.35708509323,35.7085093231
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,6.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,9.0,0.45,2596135.0723,86.8,76.8,75.3,6312375.40747,7.30599005494,8610875.46548,9.966291048,0.734763065163,-26.5236934837
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,6.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,8.0,0.4,1047075.74343,44.6,34.6,33.8,7911123.4815,9.1563929184,8102323.32896,9.37768903815,0.978739306505,-2.12606934944
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,6.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,7.0,0.35,838693.747649,44.1,34.1,33.9,8085250.78706,9.3579291517,7739161.79575,8.95736318953,1.05863288052,5.86328805219
True,UPFRONT_OPREP,24.0,3600.0,10.0,0.0,180.0,2.0,0.25,6.0,2.0,0.0,0.5,10.0,0.5,1.0,0.5,6.0,0.3,346418.403916,24.1,14.1,14.0,8539749.51116,9.88396934163,7357483.55243,8.51560596347,1.1685034212,16.8503421195
